FID,FID_1,CODE_MECAN,RESEAU,COMMUNE,PROVINCE,NOM_REGION,ADRESSE,XX,XY,OBJECTID,ID,NAME,TOTPOP_CY
1023,1035,61435,OUED ESSAFA,OUAD ESSAFA,CHTOUKA AIT BAHA,AGADIR,commune OUAD ESSAFA 87223 CHTOUKA AIT BAHA,-9.355000000000000,30.114999999999998,47,2102,Chtouka-Aït Baha,351400
1024,1166,61334,SIDI ABDELLAH EL BOUCHOUARI,SIDI ABDALLAH EL BOUCHOUARI,CHTOUKA AIT BAHA,AGADIR,commune SIDI ABDALLAH EL BOUCHOUARI 87126 CHTOUKA AIT BAHA,-9.289999999999999,29.864000000000001,47,2102,Chtouka-Aït Baha,351400
1025,1184,65731,SIDI BIBI,SIDI BIBI,CHTOUKA AIT BAHA,AGADIR,commune SIDI BIBI 87274 CHTOUKA AIT BAHA,-9.505000000000001,30.265000000000001,47,2102,Chtouka-Aït Baha,351400
1026,1227,65330,SIDI RBAT,SIDI OUASSAY,CHTOUKA AIT BAHA,AGADIR,commune SIDI OUASSAY 87472 CHTOUKA AIT BAHA,-9.656000000000001,30.077999999999999,47,2102,Chtouka-Aït Baha,351400
1027,1290,61332,HAD TARGA NTOUCHKA,TARGUA NTOUCHKA,CHTOUKA AIT BAHA,AGADIR,commune TARGUA NTOUCHKA 87122 CHTOUKA AIT BAHA,-9.186999999999999,29.899999999999999,47,2102,Chtouka-Aït Baha,351400
1028,1293,61338,HALLATE,TASSEGDELT,CHTOUKA AIT BAHA,AGADIR,commune TASSEGDELT 87123 CHTOUKA AIT BAHA,-9.070000000000000,30.097999999999999,47,2102,Chtouka-Aït Baha,351400
1029,1294,61331,IMI EL HAD TASGUEDELFT,TASSEGDELT,CHTOUKA AIT BAHA,AGADIR,commune TASSEGDELT 87124 CHTOUKA AIT BAHA,-9.096000000000000,30.062000000000001,47,2102,Chtouka-Aït Baha,351400
1030,1333,61337,JEMAA TAKOUCHTE,TIZI NTAKOUCHT,CHTOUKA AIT BAHA,AGADIR,commune TIZI NTAKOUCHT 87125 CHTOUKA AIT BAHA,-9.108000000000001,29.952999999999999,47,2102,Chtouka-Aït Baha,351400
1031,1443,61500,KHMIS IDA OU GNIDIF,IDA OUGNIDIF,CHTOUKA AIT BAHA,AGADIR,Khmis Ida Ou Gnidif Centre   87402 CHTOUKA AIT BAHA,-9.010999999999999,29.837000000000000,47,2102,Chtouka-Aït Baha,351400
1032,1591,59000,LQLIAA,LQLIAA,INEZGANE AIT MELLOUL,AGADIR,Route de BiougraLqliaa 86356 INEZGANE AIT MELLOUL,-9.452999999999999,30.289000000000001,47,2102,Chtouka-Aït Baha,351400
1033,1627,65300,MASSA,MASSA,CHTOUKA AIT BAHA,AGADIR,Route Principale Zaouit MASSA 87452 CHTOUKA AIT BAHA,-9.635999999999999,29.980000000000000,47,2102,Chtouka-Aït Baha,351400
1034,1729,63900,TANALT,TANALT,CHTOUKA AIT BAHA,AGADIR,Tanalt Centre   87552 CHTOUKA AIT BAHA,-9.154000000000000,29.773000000000000,47,2102,Chtouka-Aït Baha,351400
1035,1738,63300,TNINE HILALA,HILALA,CHTOUKA AIT BAHA,AGADIR,Tnine Hilala centre 87702 CHTOUKA AIT BAHA,-8.986000000000001,30.085999999999999,47,2102,Chtouka-Aït Baha,351400
1036,30,61064,AGADIR AEREPORT,TEMSIA,INEZGANE AIT MELLOUL,AGADIR,Aéoport d'Agadir Al Massira TEMSIA 86603 INEZGANE AIT MELLOUL,-9.411000000000000,30.331000000000000,48,2103,Inezgane-Aït Melloul,555869
1037,57,67000,DCHEIRA HAY ILHAM,DCHEIRA EL JIHADIA,INEZGANE AIT MELLOUL,AGADIR,Angle Av Abou Boker Essedik et Bd Houmane El Fatouaki Hay Ilham 86354 DCHEIRA EL JIHADIA,-9.526900000000000,30.363700000000001,48,2103,Inezgane-Aït Melloul,555869
1038,141,61900,AIT MELLOUL,AGADIR,AGADIR IDA OU TANAN,AGADIR,Avenue Al Mouquaouama Yamna Smail 80154 Ait Melloul,-9.499000000000001,30.346399999999999,48,2103,Inezgane-Aït Melloul,555869
1039,194,61100,INEZGANE PPAL,DCHEIRA EL JIHADIA,INEZGANE AIT MELLOUL,AGADIR,Avenue Mohamed V 86343 DCHEIRA EL JIHADIA,-9.533000000000000,30.358000000000001,48,2103,Inezgane-Aït Melloul,555869
1040,206,59700,INEZGANE MESDOURA,INEZGANE,INEZGANE AIT MELLOUL,AGADIR,Avenue Moulay Ali Cherif Jorf 86353 INEZGANE,-9.537599999999999,30.351600000000001,48,2103,Inezgane-Aït Melloul,555869
1041,505,60600,TEMSIA,TEMSIA,INEZGANE AIT MELLOUL,AGADIR,Centre Temsia 86602 INEZGANE AIT MELLOUL,-9.407000000000000,30.361999999999998,48,2103,Inezgane-Aït Melloul,555869
1042,1079,60630,SOUK EL HAD OULAD DAHOU,OULAD DAHOU,INEZGANE AIT MELLOUL,AGADIR,commune OULAD DAHOU 86622 INEZGANE AIT MELLOUL,-9.311999999999999,30.359000000000002,48,2103,Inezgane-Aït Melloul,555869
1043,1409,59300,INEZGANE TARRAST,INEZGANE,INEZGANE AIT MELLOUL,AGADIR,Hay Ermel Tarrast 86355 INEZGANE,-9.548800000000000,30.349599999999999,48,2103,Inezgane-Aït Melloul,555869
1044,1459,59400,AIT MELLOUL ZONE INDUSTRIELLE,AIT MELLOUL,INEZGANE AIT MELLOUL,AGADIR,Lotissement E Quartier industrielle 86152 Ait Melloul,-9.492000000000001,30.332000000000001,48,2103,Inezgane-Aït Melloul,555869
1045,1486,58900,AIT MELLOUL HAY AZROU,AIT MELLOUL,INEZGANE AIT MELLOUL,AGADIR,"N° 207, Bloc n°8, route de Taroudannt, Azrou centre 86153 AIT MELLOUL",-9.464000000000000,30.359000000000002,48,2103,Inezgane-Aït Melloul,555869
1046,1525,63800,DCHEIRA,DCHEIRA EL JIHADIA,INEZGANE AIT MELLOUL,AGADIR,Place des Fêtes Errahalen 86352 DCHEIRA EL JIHADIA,-9.539500000000000,30.369299999999999,48,2103,Inezgane-Aït Melloul,555869
1047,1615,61960,AIT MELLOUL HAY RIAD,AIT MELLOUL,INEZGANE AIT MELLOUL,AGADIR,N°7 Route de Tiznit  Hay Riad 86154 Ait Melloul,-9.505000000000001,30.332999999999998,48,2103,Inezgane-Aït Melloul,555869
1048,112,71060,OUARZAZATE TARMIGT,TARMIGT,OUARZAZATE,MARRAKECH,Av Hassan II TARMIGT 45006 OUARZAZATE,-6.878000000000000,30.875000000000000,49,2104,Ouarzazate,301053
1049,271,71000,OUARZAZATE PPAL,OUARZAZATE,OUARZAZATE,MARRAKECH,Bd Mohamed V 45003 OUARZAZATE,-6.911000000000000,30.920000000000002,49,2104,Ouarzazate,301053
1050,281,73600,OUARZAZATE TASSOUMAATE,OUARZAZATE,OUARZAZATE,MARRAKECH,Bd Mohamed V Quartier Tassoumaate  45002 OUARZAZATE,-6.930000000000000,30.923999999999999,49,2104,Ouarzazate,301053
1051,360,72600,AMERZGANE,AMERZGANE,OUARZAZATE,MARRAKECH,Centre Amerzgane   45102 OUARZAZATE,-7.205000000000000,31.042000000000002,49,2104,Ouarzazate,301053
1052,422,72700,IGHREM NOUGDAL,IGHREM N'OUGDAL,OUARZAZATE,MARRAKECH,Centre Ighrem Nougdal   45253 OUARZAZATE,-7.430000000000000,31.233000000000001,49,2104,Ouarzazate,301053
1053,483,71500,SKOURA AHL AL OUST,SKOURA,OUARZAZATE,MARRAKECH,Centre Skoura 45502 OUARZAZATE,-6.550000000000000,31.070000000000000,49,2104,Ouarzazate,301053
1054,501,71300,TAZNAKHTE,TAZNAKHT,OUARZAZATE,MARRAKECH,Centre Tazenakhte Quartier Administratif 45752 TAZNAKHT,-7.203700000000000,30.577600000000000,49,2104,Ouarzazate,301053
1055,504,73500,TALOUET,TELOUET,OUARZAZATE,MARRAKECH,Centre Telouet 45252 OUARZAZATE,-7.221000000000000,31.298999999999999,49,2104,Ouarzazate,301053
1056,521,73000,TOUNDOUTE,TOUNDOUTE,OUARZAZATE,MARRAKECH,Centre Toundoute   45852 OUARZAZATE,-6.595000000000000,31.268000000000001,49,2104,Ouarzazate,301053
1057,632,71037,TABOURAHTE,AIT ZINEB,OUARZAZATE,MARRAKECH,commune AIT ZINEB  45023 OUARZAZATE,-7.114000000000000,30.974000000000000,49,2104,Ouarzazate,301053
1058,633,72632,AIT BEN HADDOU,AIT ZINEB,OUARZAZATE,MARRAKECH,commune AIT ZINEB  45122 OUARZAZATE,-7.124000000000000,31.045999999999999,49,2104,Ouarzazate,301053
1059,634,72630,TAMDAKHTE,AIT ZINEB,OUARZAZATE,MARRAKECH,commune AIT ZINEB  45124 OUARZAZATE,-7.141000000000000,31.082000000000001,49,2104,Ouarzazate,301053
1060,652,71038,TIOUINE,AMERZGANE,OUARZAZATE,MARRAKECH,commune AMERZGANE  45024 OUARZAZATE,-7.203000000000000,30.943000000000001,49,2104,Ouarzazate,301053
1061,653,72631,IMINI,AMERZGANE,OUARZAZATE,MARRAKECH,commune AMERZGANE  45123 OUARZAZATE,-7.306000000000000,31.082999999999998,49,2104,Ouarzazate,301053
1062,695,71332,ASDIF,AZNAGUEN,OUARZAZATE,MARRAKECH,commune AZNAGUEN  45773 OUARZAZATE,-7.432000000000000,30.410000000000000,49,2104,Ouarzazate,301053
1063,831,71036,GHESSATE,GHASSATE,OUARZAZATE,MARRAKECH,commune GHASSATE  45022 OUARZAZATE,-6.831000000000000,31.164999999999999,49,2104,Ouarzazate,301053
1064,832,71039,GUERNANE,GHASSATE,OUARZAZATE,MARRAKECH,commune GHASSATE  45025 OUARZAZATE,-6.941000000000000,31.283999999999999,49,2104,Ouarzazate,301053
1065,862,71530,IDELSANE,IDELSANE,OUARZAZATE,MARRAKECH,commune IDELSANE  45522 OUARZAZATE,-6.666000000000000,30.998000000000001,49,2104,Ouarzazate,301053
1066,875,73030,IMI NOULAOUEN,IMI N'OULAOUNE,OUARZAZATE,MARRAKECH,commune IMI N'OULAOUNE  45872 OUARZAZATE,-6.508000000000000,31.379999999999999,49,2104,Ouarzazate,301053
1067,1057,71330,BOUAZZER,OUISSELSATE,OUARZAZATE,MARRAKECH,commune OUISSELSATE  45774 OUARZAZATE,-6.918000000000000,30.529000000000000,49,2104,Ouarzazate,301053
1068,1235,71333,ANZAL,SIROUA,OUARZAZATE,MARRAKECH,commune SIROUA  45772 OUARZAZATE,-7.303000000000000,30.771999999999998,49,2104,Ouarzazate,301053
1069,1236,71531,IMASSINE,SKOURA AHL EL OUST,OUARZAZATE,MARRAKECH,commune SKOURA AHL EL OUST  45523 OUARZAZATE,-6.339000000000000,31.129999999999999,49,2104,Ouarzazate,301053
1070,1304,72730,ANMITER OUNILLA,TELOUET,OUARZAZATE,MARRAKECH,commune TELOUET  45273 OUARZAZATE,-7.140000000000000,31.286000000000001,49,2104,Ouarzazate,301053
1071,1309,72731,DOUAR SOUR,TIDLI,OUARZAZATE,MARRAKECH,commune TIDLI  45272 OUARZAZATE,-7.564000000000000,31.064000000000000,49,2104,Ouarzazate,301053
1072,1582,71062,OUARZAZATE TAOURIRT,OUARZAZATE,OUARZAZATE,MARRAKECH,Quartier Sidi Daoud face lycée sidi daoud 45005 OUARZAZATE,-6.894000000000000,30.922999999999998,49,2104,Ouarzazate,301053
1073,44,64300,AIT ABDALLAH,AIT ABDALLAH,TAROUDANNT,AGADIR,Aït Abdellah Centre 83252 TAROUDANNT,-8.766000000000000,29.815999999999999,50,2105,Taroudannt,853840
1074,95,61800,ARGANA,ARGANA,TAROUDANNT,AGADIR,Argana Centre   83102 TAROUDANNT,-9.118000000000000,30.774000000000001,50,2105,Taroudannt,853840
1075,96,71900,ASKAOUN,ASKAOUEN,TAROUDANNT,AGADIR,Askaoun Centre   83152 TAROUDANNT,-7.782000000000000,30.739999999999998,50,2105,Taroudannt,853840
1076,134,67100,TAROUDANT MEDINA,TAROUDANNT,TAROUDANNT,AGADIR,Avenue 20 Aout Agafay 83002 Taroudannt,-8.884000000000000,30.469999999999999,50,2105,Taroudannt,853840
1077,159,63200,SEBT EL GUERDANE,EL GUERDANE,TAROUDANNT,AGADIR,Avenue Hassan II 83402 Sebt El Guerdane,-9.017899999999999,30.378200000000000,50,2105,Taroudannt,853840
1078,165,64600,AOULOUZ,AOULOUZ,TAROUDANNT,AGADIR,Avenue Hassan II Aoulouz Centre 83052 TAROUDANNT,-8.170000000000000,30.675999999999998,50,2105,Taroudannt,853840
1079,327,61260,OULAD TEIMA HAY EL KOURSI,OULAD TEIMA,TAROUDANNT,AGADIR,Boulevard Hassan II  Hay El koursi 83004 Ouled Teima,-9.221100000000000,30.400900000000000,50,2105,Taroudannt,853840
1080,531,61810,TALMAKANT,TALMAKANTE,TAROUDANNT,AGADIR,CMMUNE TALMAKANTE 83103 TAROUDANNT,-8.936000000000000,30.846000000000000,50,2105,Taroudannt,853840
1081,538,64131,TNINE ADDAR,ADAR,TAROUDANNT,AGADIR,commune ADAR  83276 TAROUDANNT,-8.367000000000001,30.138999999999999,50,2105,Taroudannt,853840
1082,539,64136,OUZOUNE,ADAR,TAROUDANNT,AGADIR,commune ADAR 83283 TAROUDANNT,-8.288000000000000,30.292000000000002,50,2105,Taroudannt,853840
1083,547,71237,AGADIR MELLOUL,AGADIR MELLOUL,TAROUDANNT,AGADIR,commune AGADIR MELLOUL 83532 TAROUDANNT,-7.795000000000000,30.234000000000002,50,2105,Taroudannt,853840
1084,558,71930,AHL TIFNOUTE,AHL TIFNOUTE,TAROUDANNT,AGADIR,commune AHL TIFNOUTE  83172 TAROUDANNT,-7.834000000000000,30.965000000000000,50,2105,Taroudannt,853840
1085,560,64034,AHMAR,AHMAR LAGLALCHA,TAROUDANNT,AGADIR,commune AHMAR LAGLALCHA  83022 TAROUDANNT,-9.004000000000000,30.474000000000000,50,2105,Taroudannt,853840
1086,595,65832,AIT IGAS,AIT IGAS,TAROUDANNT,AGADIR,commune AIT IGAS  83222 TAROUDANNT,-8.695000000000000,30.552000000000000,50,2105,Taroudannt,853840
1087,672,64433,KHEMIS ARAZANE,ARAZANE,TAROUDANNT,AGADIR,commune ARAZANE  83324 TAROUDANNT,-8.608000000000001,30.503000000000000,50,2105,Taroudannt,853840
1088,681,63230,ARBAA ASSADS,ASSADS,TAROUDANNT,AGADIR,commune ASSADS  83422 TAROUDANNT,-8.852000000000000,30.199999999999999,50,2105,Taroudannt,853840
1089,683,71232,ARBAA ASSAIS,ASSAISSE,TAROUDANNT,AGADIR,commune ASSAISSE  83522 TAROUDANNT,-7.610000000000000,30.571999999999999,50,2105,Taroudannt,853840
1090,684,71234,ASSAKI,ASSAKI,TAROUDANNT,AGADIR,commune ASSAKI  83523 TAROUDANNT,-8.022000000000000,30.556000000000001,50,2105,Taroudannt,853840
1091,697,71236,AZRAR,AZRAR,TAROUDANNT,AGADIR,commune AZRAR 83225 TAROUDANNT,-8.010000000000000,30.207000000000001,50,2105,Taroudannt,853840
1092,708,61830,KHEMIS BIGOUDINE,BIGOUDINE,TAROUDANNT,AGADIR,commune BIGOUDINE  83122 TAROUDANNT,-9.199000000000000,30.739999999999998,50,2105,Taroudannt,853840
1093,794,64630,EL FAID,EL FAID,TAROUDANNT,AGADIR,commune EL FAID  83072 TAROUDANNT,-8.212000000000000,30.614000000000001,50,2105,Taroudannt,853840
1094,800,61232,EL KOUDIA,EL KOUDIA EL BEIDA,TAROUDANNT,AGADIR,commune EL KOUDIA EL BEIDA  83372 TAROUDANNT,-9.132999999999999,30.366000000000000,50,2105,Taroudannt,853840
1095,823,65830,NOUARA,FREIJA,TAROUDANNT,AGADIR,commune FREIJA  83223 TAROUDANNT,-8.753000000000000,30.478000000000002,50,2105,Taroudannt,853840
1096,854,64434,TNINE IDA OU GAILAL,IDA OU GAILAL,TAROUDANNT,AGADIR,commune IDA OU GAILAL  83326 TAROUDANNT,-8.625999999999999,30.635999999999999,50,2105,Taroudannt,853840
1097,859,64044,IDA OU MOUMEN,IDA OU MOUMEN,TAROUDANNT,AGADIR,commune IDA OU MOUMEN 83034 TAROUDANNT,-9.000999999999999,30.574999999999999,50,2105,Taroudannt,853840
1098,867,64431,HAD IGLI,IGLI,TAROUDANNT,AGADIR,commune IGLI  83323 TAROUDANNT,-8.557000000000000,30.587000000000000,50,2105,Taroudannt,853840
1099,868,71931,IGUIDI,IGUIDI,TAROUDANNT,AGADIR,commune IGUIDI  83173 TAROUDANNT,-7.902000000000000,30.837000000000000,50,2105,Taroudannt,853840
1100,871,64132,HAD IMAOUEN,IMAOUEN,TAROUDANNT,AGADIR,commune IMAOUEN  83272 TAROUDANNT,-8.609999999999999,30.009000000000000,50,2105,Taroudannt,853840
1101,878,61831,IMILMAISS,IMILMAISS,TAROUDANNT,AGADIR,commune IMILMAISS  83123 TAROUDANNT,-8.832000000000001,30.901000000000000,50,2105,Taroudannt,853840
1102,879,64030,HAD IMOULASS,IMOULASS,TAROUDANNT,AGADIR,commune IMOULASS  83023 TAROUDANNT,-8.755000000000001,30.742999999999999,50,2105,Taroudannt,853840
1103,883,61235,ISSEN,ISSEN,TAROUDANNT,AGADIR,commune ISSEN  83374 TAROUDANNT,-9.244000000000000,30.440999999999999,50,2105,Taroudannt,853840
1104,909,71334,KHOUZAMA,KHOUZAMA,OUARZAZATE,MARRAKECH,commune KHOUZAMA  45775 OUARZAZATE,-7.484000000000000,30.803999999999998,50,2105,Taroudannt,853840
1105,925,61231,SEBT KFIFATE,LAGFIFAT,TAROUDANNT,AGADIR,commune LAGFIFAT  83376 TAROUDANNT,-9.238000000000000,30.318000000000001,50,2105,Taroudannt,853840
1106,936,63232,LAKHNAFIF,LAKHNAFIF,TAROUDANNT,AGADIR,commune LAKHNAFIF  83423 TAROUDANNT,-9.032000000000000,30.411999999999999,50,2105,Taroudannt,853840
1107,940,63233,LAMHADI,LAMHADI,TAROUDANNT,AGADIR,commune LAMHADI  83424 TAROUDANNT,-9.033000000000000,30.331000000000000,50,2105,Taroudannt,853840
1108,944,64035,HAD MENIZLA,LAMNIZLA,TAROUDANNT,AGADIR,commune LAMNIZLA 83032 TAROUDANNT,-9.074999999999999,30.606999999999999,50,2105,Taroudannt,853840
1109,961,64042,MECHRAA EL AIN,MACHRAA EL AIN,TAROUDANNT,AGADIR,commune MACHRAA EL AIN  83024 TAROUDANNT,-8.917000000000000,30.411999999999999,50,2105,Taroudannt,853840
1110,1030,64135,TLETA NIHIT,NIHIT,TAROUDANNT,AGADIR,commune NIHIT  83275 TAROUDANNT,-8.474000000000000,30.292999999999999,50,2105,Taroudannt,853840
1111,1039,64130,OULKADI,OUALQADI,TAROUDANNT,AGADIR,commune OUALQADI  83273 TAROUDANNT,-8.472000000000000,30.244000000000000,50,2105,Taroudannt,853840
1112,1066,64436,DAR BAHBAZ,OULAD AISSA,TAROUDANNT,AGADIR,commune OULAD AISSA  83322 TAROUDANNT,-8.611000000000001,30.548999999999999,50,2105,Taroudannt,853840
1113,1123,64530,OUNEINE,OUNEINE,TAROUDANNT,AGADIR,commune OUNEINE  83472 TAROUDANNT,-8.183999999999999,30.861999999999998,50,2105,Taroudannt,853840
1114,1127,64631,IOUZIOUA OU NEINE,OUZIOUA,TAROUDANNT,AGADIR,commune OUZIOUA  83073 TAROUDANNT,-8.037000000000001,30.728999999999999,50,2105,Taroudannt,853840
1115,1174,61237,SIDI AHMED OU AMAR,SIDI AHMED OU AMAR,TAROUDANNT,AGADIR,commune SIDI AHMED OU AMAR 83382 TAROUDANNT,-9.130000000000001,30.408999999999999,50,2105,Taroudannt,853840
1116,1185,64134,TANTAMT,SIDI BOAAL,TAROUDANNT,AGADIR,commune SIDI BOAAL  83274 TAROUDANNT,-8.522000000000000,29.954999999999998,50,2105,Taroudannt,853840
1117,1186,64043,SIDI BORJA,SIDI BORJA,TAROUDANNT,AGADIR,commune SIDI BORJA  83026 TAROUDANNT,-8.829000000000001,30.452000000000002,50,2105,Taroudannt,853840
1118,1193,61236,SIDI BOUMOUSSA,SIDI BOUMOUSSA,TAROUDANNT,AGADIR,commune SIDI BOUMOUSSA 83383 TAROUDANNT,-9.237000000000000,30.393000000000001,50,2105,Taroudannt,853840
1119,1215,71233,SIDI HSAINE,SIDI HSAINE,TAROUDANNT,AGADIR,commune SIDI HSAINE  83525 TAROUDANNT,-7.767000000000000,30.475000000000001,50,2105,Taroudannt,853840
1120,1225,61230,SIDI MOUSSA,SIDI MOUSSA LHAMRI,TAROUDANNT,AGADIR,commune SIDI MOUSSA LHAMRI 83384 TAROUDANNT,-9.172000000000001,30.494000000000000,50,2105,Taroudannt,853840
1121,1226,64438,SIDI OUAAZIZ,SIDI OUAAZIZ,TAROUDANNT,AGADIR,commune SIDI OUAAZIZ 83334 TAROUDANNT,-8.333000000000000,30.718000000000000,50,2105,Taroudannt,853840
1122,1253,64040,SEBT TAFRAOUTE,TAFRAOUTEN,TAROUDANNT,AGADIR,commune TAFRAOUTEN  83025 TAROUDANNT,-8.909000000000001,30.713999999999999,50,2105,Taroudannt,853840
1123,1268,64432,KHEMIS TALAGJOUNT,TALGJOUNT,TAROUDANNT,AGADIR,commune TALGJOUNT  83325 TAROUDANNT,-8.548000000000000,30.757000000000001,50,2105,Taroudannt,853840
1124,1273,64039,TLATA AIT TALEB,TAMALOUKTE,TAROUDANNT,AGADIR,commune TAMALOUKTE 83036 TAROUDANNT,-8.823000000000000,30.611999999999998,50,2105,Taroudannt,853840
1125,1287,71933,TAOUYALTE,TAOUYALTE,TAROUDANNT,AGADIR,commune TAOUYALTE  83174 TAROUDANNT,-7.857000000000000,30.777000000000001,50,2105,Taroudannt,853840
1126,1297,71235,TASSOUSFI,TASSOUSFI,TAROUDANNT,AGADIR,commune TASSOUSFI  83526 TAROUDANNT,-7.892000000000000,30.463000000000001,50,2105,Taroudannt,853840
1127,1302,64038,TAZZEMMOURTE,TAZEMMOURT,TAROUDANNT,AGADIR,commune TAZEMMOURT 83035 TAROUDANNT,-8.823000000000000,30.404000000000000,50,2105,Taroudannt,853840
1128,1310,63231,TIDSI NISSENDALENE,TIDSI NISSENDALENE,TAROUDANNT,AGADIR,commune TIDSI NISSENDALENE  83425 TAROUDANNT,-9.074999999999999,30.228999999999999,50,2105,Taroudannt,853840
1129,1314,64435,TNINE TIGOUGA,TIGOUGA,TAROUDANNT,AGADIR,commune TIGOUGA 83332 TAROUDANNT,-8.622999999999999,30.856999999999999,50,2105,Taroudannt,853840
1130,1321,64137,TINDINE,TINDINE,TAROUDANNT,AGADIR,commune TINDINE 83284 TAROUDANNT,-8.666000000000000,30.097999999999999,50,2105,Taroudannt,853840
1131,1324,65831,TIOUTE,TIOUT,TAROUDANNT,AGADIR,commune TIOUT  83224 TAROUDANNT,-8.686999999999999,30.387000000000000,50,2105,Taroudannt,853840
1132,1326,64632,TISRASSE,TISRASSE,TAROUDANNT,AGADIR,commune TISRASSE  83074 TAROUDANNT,-8.084000000000000,30.716999999999999,50,2105,Taroudannt,853840
1133,1331,71238,TIZGZAOUINE,TIZGZAOUINE,TAROUDANNT,AGADIR,commune TIZGZAOUINE 83533 TAROUDANNT,-8.071999999999999,30.402000000000001,50,2105,Taroudannt,853840
1134,1345,71932,TOUBKAL,TOUBKAL,TAROUDANNT,AGADIR,commune TOUBKAL  83175 TAROUDANNT,-7.767000000000000,31.033999999999999,50,2105,Taroudannt,853840
1135,1348,64330,TNINE TOUFLAAZT,TOUFELAAZT,TAROUDANNT,AGADIR,commune TOUFELAAZT 83282 TAROUDANNT,-8.819000000000001,30.067000000000000,50,2105,Taroudannt,853840
1136,1349,64437,TOUGHMART,TOUGHMART,TAROUDANNT,AGADIR,commune TOUGHMART 83333 TAROUDANNT,-8.352000000000000,30.393999999999998,50,2105,Taroudannt,853840
1137,1356,71231,IRHIL NOURHOU,ZAGMOUZEN,TAROUDANNT,AGADIR,commune ZAGMOUZEN  83524 TAROUDANNT,-7.872000000000000,30.568999999999999,50,2105,Taroudannt,853840
1138,1359,64041,ZAOUIAT SIDI TAHAR,ZAOUIA SIDI TAHAR,TAROUDANNT,AGADIR,commune ZAOUIA SIDI TAHAR 83042 TAROUDANNT,-9.068000000000000,30.489000000000001,50,2105,Taroudannt,853840
1139,1398,64061,TAROUDANT GI,TAROUDANNT,TAROUDANNT,AGADIR,guichet itinérrant 83005 TAROUDANNT,-8.867000000000001,30.472999999999999,50,2105,Taroudannt,853840
1140,1432,64100,IRHREM,IRHERM,TAROUDANNT,AGADIR,Irherm Centre 83254 IRHERM,-8.461200000000000,30.087700000000002,50,2105,Taroudannt,853840
1141,1505,61200,OULAD TEIMA,OULAD TEIMA,TAROUDANNT,AGADIR,Palce de la marche Verte Cité Administrative 83352 OULAD TEIMA,-9.210500000000000,30.395499999999998,50,2105,Taroudannt,853840
1142,1577,64000,TAROUDANNT,TAROUDANNT,TAROUDANNT,AGADIR,Quartier Mhaita Cité Administrative 83003 TAROUDANNT,-8.867000000000001,30.472000000000001,50,2105,Taroudannt,853840
1143,1622,64400,OULAD BERREHIL,OULAD BERHIL,TAROUDANNT,AGADIR,Route Principale n 32 83302 OULAD BERHIL,-8.475899999999999,30.638800000000000,50,2105,Taroudannt,853840
1144,1709,66100,SEBT TATAOUTE,TATAOUTE,TAROUDANNT,AGADIR,Sebt Tataoute Centre 83253 TAROUDANNT,-8.696000000000000,30.292999999999999,50,2105,Taroudannt,853840
1145,1725,64500,TAFINGOULT,TAFINGOULT,TAROUDANNT,AGADIR,Tafingoult Centre   83452 TAROUDANNT,-8.384000000000000,30.763000000000002,50,2105,Taroudannt,853840
1146,1750,64439,IGOUDAR M'NABHA,IGOUDAR M'NABHA,TAROUDANNT,AGADIR,Centre IGOUDAR M'NABHA 83535 provine Taroudant,-8.443000000000000,30.686000000000000,50,2105,Taroudannt,853840
1147,18,65010,TIZNIT BIR ANZARANE,TIZNIT,TIZNIT,AGADIR,420 Avenue Bir Anzarane Immeuble Essadeq Route Guelmim - 85006 Tiznit,-9.724000000000000,29.690999999999999,51,2106,Tiznit,219882
1148,53,65400,ARBAA RAS MOUKA,ARBAA RASMOUKA,TIZNIT,AGADIR,"Amical AL Fath, Arbaa Rasmouka Centre 85152 TIZNIT",-9.545999999999999,29.795999999999999,51,2106,Tiznit,219882
1149,93,65600,ARBAA SAHEL,ARBAA SAHEL,TIZNIT,AGADIR,Arbaa Sahel Centre 85002 TIZNIT,-9.904999999999999,29.599000000000000,51,2106,Tiznit,219882
1150,152,65061,TIZNIT HAY ENNAKHIL,TIZNIT,TIZNIT,AGADIR,Avenue Elouz  Ennakhil 81013 Tiznit,-9.720000000000001,29.681999999999999,51,2106,Tiznit,219882
1151,162,65900,TNINE AGLOU,TNINE AGLOU,TIZNIT,AGADIR,Avenue Hassan II Aglou Centre 85004 TIZNIT,-9.792000000000000,29.760999999999999,51,2106,Tiznit,219882
1152,175,65100,ANEZI,ANZI,TIZNIT,AGADIR,Avenue Hassan II Quartier Administratif ANZI   85103 TIZNIT,-9.353999999999999,29.655999999999999,51,2106,Tiznit,219882
1153,213,65060,TIZNIT SIDI ABDERRAHMANE,TIZNIT,TIZNIT,AGADIR,Avenue sidi Abderrahman   81014 Tiznit,-9.728600000000000,29.699999999999999,51,2106,Tiznit,219882
1154,221,65000,TIZNIT,TIZNIT,TIZNIT,AGADIR,Bd 20 Aout Ville nouvelle 85005 TIZNIT,-9.733000000000001,29.694700000000001,51,2106,Tiznit,219882
1155,336,65500,SEBT BOUNAAMANE,BOUNAAMANE,TIZNIT,AGADIR,Bounaamane Centre   85402 TIZNIT,-9.792999999999999,29.527999999999999,51,2106,Tiznit,219882
