,3361,8,0.080000000000000,122.625000000000000
,3380,5,0.050000000000000,108.800000000000000
,3391,7,0.070000000000000,126.428571428571430
,3403,6,0.060000000000000,117.333333333333330
,3425,6,0.060000000000000,146.000000000000000
,3438,5,0.050000000000000,123.400000000000010
,3448,7,0.070000000000000,126.714285714285710
,3457,4,0.040000000000000,122.500000000000000
,3466,8,0.080000000000000,128.625000000000000
,3474,6,0.060000000000000,144.166666666666660
,3486,8,0.080000000000000,152.500000000000000
,3501,6,0.060000000000000,156.833333333333340
