0,8430064, ,rail,8.8475103
1,23993957, ,rail,0.6223460
2,24318986, ,rail,0.0167170
3,24319015, ,rail,0.0771667
4,25891153, ,rail,2.8897800
5,25891254, ,rail,0.7411750
6,25891313, ,rail,9.7571697
7,30134857, ,rail,0.3298000
8,30134873, ,rail,0.0528478
9,30134874, ,rail,1.3766000
10,30135101, ,rail,0.0569004
11,30135102, ,rail,0.5264380
12,30135110, ,rail,0.0929327
13,30135112, ,rail,1.2605300
14,30135138, ,rail,0.0561144
15,30135140, ,rail,0.5149110
16,30135150, ,rail,0.0432573
17,30135155, ,rail,0.6935260
18,30135177, ,rail,0.0595962
19,30135180, ,rail,2.7655799
20,30135189, ,rail,1.9564800
21,30135234, ,rail,0.0656027
22,30135235, ,rail,2.0448201
23,30135247, ,rail,1.4889200
24,30135302, ,rail,0.0674306
25,30135303, ,rail,0.8392650
26,30135309, ,rail,0.4937640
27,30135311, ,rail,0.0564587
28,30135313, ,rail,0.4387270
29,30135314, ,rail,0.4555770
30,30135315, ,rail,0.0685054
31,30135316, ,rail,0.0397724
32,30135317, ,rail,0.1381830
33,30135350, ,rail,2.0271800
34,30135354, ,rail,0.0730779
35,30135393, ,rail,2.9682200
36,30135398, ,rail,0.0549244
37,30135401, ,rail,0.3521490
38,30135415, ,rail,3.6610701
39,30143842, ,rail,3.4023700
40,30143843, ,rail,0.0614201
41,30143847, ,rail,0.0970144
42,30143848, ,rail,0.7556810
43,30143865, ,rail,1.2749000
44,30143875, ,rail,0.0372680
45,30143876, ,rail,2.2154701
46,30143899, ,rail,0.8413090
47,30143900, ,rail,0.2804500
48,30143904, ,rail,1.5826900
49,30143905, ,rail,0.0784326
50,30143907, ,rail,0.0432103
51,30143908, ,rail,0.3725600
52,30143910, ,rail,0.0496897
53,30143911, ,rail,0.2315560
54,30143933, ,rail,0.0522340
55,30143937, ,rail,2.3571301
56,30143964, ,rail,0.0773437
57,30143966, ,rail,1.2799700
58,30144003, ,rail,0.2583890
59,30144005, ,rail,0.2609180
60,30144007, ,rail,0.6251390
61,30144489, ,rail,0.0472402
62,30144493, ,rail,6.7760000
63,30144494, ,rail,0.0608378
64,30144495, ,rail,0.0144527
65,30144514, ,rail,4.4775000
66,30145243, ,rail,0.2306750
67,30145244, ,rail,0.0919708
68,30145248, ,rail,15.8618002
69,30145276, ,rail,0.9145190
70,30145277, ,rail,0.0708535
71,30145291, ,rail,1.7184401
72,30145642, ,rail,7.8329701
73,30145644, ,rail,0.0439489
74,30145910, ,rail,18.3815994
75,30145949, ,rail,3.4814899
76,30145952, ,rail,0.3070180
77,30145957, ,rail,0.6128470
78,30145959, ,rail,0.0741600
79,30145966, ,rail,0.2567410
80,30145978, ,rail,0.9049610
81,30145992, ,rail,0.0791576
82,30145995, ,rail,3.3184199
83,30145998, ,rail,2.0928299
84,30146041, ,rail,1.0613101
85,30146045, ,rail,0.7169880
86,31964444, ,rail,1.4167399
87,34921494, ,rail,0.0899846
88,35096749, ,rail,19.3134995
89,35922417, ,rail,4.1853399
90,37869931, ,rail,0.2209500
91,37869932, ,rail,0.0916647
92,38499458, ,rail,9.0303001
93,38500232, ,rail,3.2691600
94,39679454, ,rail,1.0299100
95,39679455, ,rail,0.0431533
96,40547256, ,rail,1.2132699
97,40547262, ,rail,1.6060200
98,40547270, ,rail,0.0993984
99,40547304, ,rail,2.3898399
100,40547550, ,rail,0.3802910
101,40547597, ,rail,0.8273900
102,40551319, ,rail,0.7538750
103,40551321, ,rail,3.2367201
104,40551324, ,rail,2.6831999
105,40551325, ,rail,0.1181110
106,40551343, ,rail,0.3784280
107,40551355, ,rail,0.4515930
108,40551372, ,rail,0.1853050
109,40551404, ,rail,0.4069140
110,40551453, ,rail,0.8091580
111,40551454, ,rail,1.0705200
112,40551480, ,rail,3.2675600
113,43496008, ,rail,7.6210098
114,53546154, ,rail,32.1960983
115,53546155, ,rail,0.0290671
116,53546156, ,rail,15.0602999
117,54920573, ,rail,1.8041700
118,54920574, ,rail,0.9648520
119,54920575, ,rail,0.9641900
120,54920576, ,rail,0.9655320
121,58233164, ,rail,12.6907997
122,58403319, ,rail,0.6955260
123,69576210, ,rail,2.1800799
124,69576257, ,disused,0.3344270
125,77867850, ,rail,7.3019400
126,77867860, ,rail,0.0281896
127,89750459, ,rail,10.5153999
128,89750460, ,rail,0.0553180
129,89826508, ,rail,44.0821991
130,89826511, ,rail,0.0130836
131,89852488, ,rail,0.8170160
132,89852496, ,rail,10.1063995
133,89852538, ,rail,0.6988650
134,89852544, ,rail,0.0214482
135,90164125, ,rail,0.1393110
136,90164126, ,rail,0.0205449
137,90164157, ,rail,7.3775601
138,90164172, ,rail,2.4165399
139,90193347, ,rail,23.7681999
140,90193398, ,rail,0.0521486
141,90193407, ,rail,0.3619050
142,90193412, ,rail,11.5284004
143,90193418, ,rail,0.0393108
144,90193464, ,rail,10.3927002
145,90193485, ,rail,0.6352400
146,90193536, ,rail,20.6618004
147,93151629, ,rail,0.0750279
148,93151644, ,rail,1.7732199
149,93219393, ,rail,0.0912745
150,93219395, ,rail,0.4220880
151,93219412, ,rail,0.0779018
152,93219422, ,rail,1.3050900
153,93219425, ,rail,0.1250370
154,93219427, ,rail,0.5687880
155,93219436, ,rail,1.8756599
156,95670139, ,rail,45.3157997
157,95670658, ,rail,7.4318700
158,95785797, ,rail,0.3212310
159,95785799, ,rail,0.1902330
160,95805747, ,rail,0.9115930
161,95805748, ,rail,1.0104500
162,95805749, ,rail,0.9246030
163,95918452, ,rail,0.3053500
164,95919679, ,rail,1.2015700
165,95919680, ,rail,1.0887100
166,95942058, ,rail,0.0577918
167,95942059, ,rail,1.4007300
168,95942066, ,rail,4.9896798
169,96826330, ,rail,0.4009630
170,96826333, ,rail,1.6038800
171,98619875, ,rail,0.0481081
172,98619876, ,rail,0.7617610
173,100042716, ,rail,0.0790169
174,100042720, ,rail,0.3195730
175,102695388, ,rail,11.1070995
176,102695433, ,rail,0.0454689
177,105020731, ,rail,1.1292000
178,105020747, ,rail,0.1358970
179,105020753, ,rail,21.1541996
180,105020775, ,rail,14.1775999
181,105020777, ,rail,0.8768240
182,105020781, ,rail,0.7892860
183,105020785, ,rail,0.0570438
184,105020789, ,rail,0.2527020
185,105623001, ,rail,0.4864460
186,105623002, ,rail,0.5459910
187,106306178, ,rail,1.0068700
188,106306185, ,rail,1.9085701
189,106306188, ,rail,0.0708801
190,108159114, ,rail,0.5171830
191,108159116, ,rail,1.2848300
192,108159118, ,rail,1.3582400
193,108159122, ,rail,1.3168600
194,108159142, ,rail,1.7053699
195,108199198, ,rail,59.9132004
196,108199207, ,rail,0.2452550
197,108217837, ,rail,1.1491899
198,108217841, ,rail,9.9841099
199,108217843, ,rail,0.0458127
200,108217846, ,rail,0.9984790
201,108226681, ,rail,0.8775600
202,108226689, ,rail,0.0296277
203,108226697, ,rail,0.1126960
204,108226711, ,rail,46.4431992
205,108231178, ,rail,0.2764630
206,108231179, ,rail,1.0622000
207,108231186, ,rail,1.1523700
208,108231216, ,rail,0.7401850
209,108231218, ,rail,0.9232200
210,108231230, ,rail,0.0440014
211,108231265, ,rail,0.5105340
212,108231283, ,rail,1.0909700
213,108644794, ,rail,0.5333730
214,109073676, ,rail,2.3086400
215,109073693, ,rail,0.0700648
216,109316110, ,rail,0.1047660
217,109316213, ,rail,1.9972500
218,110080727, ,rail,0.9191250
219,110080739, ,rail,1.0876499
220,110080749, ,rail,0.6936280
